ITEM_20150317_000001	Empty_Helmet	없음_helmet
ITEM_20150317_000271	Walau memiliki kemiripan nama dengan senjata lain, Rod ini tidak ada hubungannya dengan winterspoon family.	동명의 다른 장비와 달리 이것은 윈터스푼 가문과 직접 관련이 없습니다.
ITEM_20150317_000272	Arch Rod 	아크 로드
ITEM_20150317_000273	Rod yang digunakan wizard untuk batu pijakaan menaikkan kemampuanya, Saat mereka sudah memiliki Intelligence yang tinggi, Rod ini akan digantikan oleh rod lainnya.	더 높은 경지에 도달하고자 하는 마법사가 그 디딤돌로 자주 사용하는 장비입니다. 일단 높아진 지능으로 목적을 이루면 다른 장비를 사용하곤 합니다.
ITEM_20150317_000274	Imperni Rod 	임페르니 로드
ITEM_20150317_000275	Rod yang popular dikalangan wizard jenius.	개성을 추구하는 마법사들이 애용하는 장비입니다.
ITEM_20150317_000276	Aras' Long Rod 	아라스의 롱 로드
ITEM_20150317_000277	Sering digunakan sebagai hadiah pemberian dikalangan wizard karena harganya yang murah.	적절한 가격 덕분에 마법사들 사이에 간단한 선물로 자주 교환되는 물품 가운데 하나입니다.
ITEM_20150317_000278	Smith Rod	스미스 로드
ITEM_20150317_000279	Siapapun yang menggunakan roid ini akan merasakan perbedaannya	이 장비의 의외성은 사용자에 영향을 받지 않습니다.
ITEM_20150317_000280	Klavis Rod	클라비스 로드
ITEM_20150317_000281	Aku berharap kamulah wizard yang pertama menggunakan rod ini dalam sejarah.	당신이 이것을 사용하는 첫 역사적 인물이 되기를 바랍니다.
ITEM_20150317_000282	Dio Rod	디오 로드
ITEM_20150317_000283	Thresh Rod	트레시 로드
ITEM_20150317_000284	Sestas Rod	세스타스 로드
ITEM_20150317_000285	Dratt Rod 	드라트 로드
ITEM_20150317_000286	Aston Rod	아스턴 로드
ITEM_20150317_000287	Devi Rod	데비 로드
ITEM_20150317_000288	Prima Rod	프리마 로드
ITEM_20150317_000289	Temere	테메레
ITEM_20150317_000290	Mendapat julukkan 'The Rod of Patience'. Legenda mengatakan Agailla Flurry,Wizard terhebat sepanjang sejarah,menggunakan rod ini untuk mengajari muridnya.	이 로드의 별칭은 인내의 지팡이입니다. 전설에 따르면 역사상 최고의 마법사인 아가일라 플러리가 제자들을 지도하기 위해 고안했다고 합니다. 
ITEM_20150317_000291	Ignition	이그니션
ITEM_20150317_000292	Master Pyromancer berusaha mencari cara mengurangi ketidak stabilan kekuatan rod ini. Tapi belum ada berita kalau dia berhasil.	파이로맨서 마스터는 이 지팡이의 상충되는 부분을 완화하고자 노력중이지만, 아직 진전은 없다고 합니다.
ITEM_20150317_000293	Secretum	세크레툼
ITEM_20150317_000294	Rod yang hanya dapat digunakan oleh Wizard. Wizard sejati tidak peduli akan kekurangan senjata ini.	마법사를 위한 마법사만의 장비입니다. 따라서 마법사들은 이 지팡이의 단점은 보통 무시합니다.
ITEM_20150317_000295	Deathweaver Rod	데스위버 로드
ITEM_20150317_000296	Rod yang memiliki kekuatan Deathweaver.	데스위버의 힘이 담긴 장비입니다.
ITEM_20150317_000297	Chappartion Rod	채퍼리션 로드
ITEM_20150317_000298	Zaima	자이마
ITEM_20150317_000299	Harga resep rod ini mahal karena dibuat oleh Master Cryomancer.	이 로드의 제작서 가격이 비싼 이유는 크리오맨서 마스터의 강력한 요구에 따른 것이라고 합니다.
ITEM_20150317_000300	Epos	에포스
ITEM_20150317_000301	Rod yang telah dibuat sejak bertahun-tahun lalu dengan magic yang berkembang pada saat itu. Tidak dapat ditambahkan sesuatu walau dengan kekuatan magic yang sudah berkembang saat ini.	오래 전 당시 최고의 마법학이 동원되어 만들어진 지팡이입니다. 따라서 이 장비에 뭔가를 더하는 일은 현재 기술로도 불가능합니다. 
ITEM_20150317_000302	Twinkle Rod	반짝 로드
ITEM_20150317_000303	Kau akan selalu melihat bintang yang berkelip darinya.	언제나 빛나는 별을 볼 수 있습니다.
ITEM_20150317_000304	Empty_weapon_THBow	없음_weapon_THBow
ITEM_20150317_000305	Crude Light Bow	조악한 라이트 보우
ITEM_20150317_000306	Bow [Pierce] 	활[찌르기]
ITEM_20150317_000307	Mudah dibuat di rumah.	가내에서도 만들 수 있는 가장 간단한 활입니다.
ITEM_20150317_000308	Light Bow	라이트 보우
ITEM_20150317_000309	Dibuat oleh seseorang yang mengarungi penjuru wilayah.	귀족령 및 여러 곳에서 많은 사람들이 제조하여 사용합니다.
ITEM_20150317_000310	Low Short Bow	로우 숏 보우
ITEM_20150317_000311	Bow untuk pemula, namun tetap bagus untuk digunakan.	입문용이지만 능숙해진 후에도 사용을 고집하는 궁수도 있습니다.
ITEM_20150317_000312	Low Long Bow	로우 롱 보우
ITEM_20150317_000313	Sedikit jarak dapat menentukanhidup dan mati.  Bow ini bagus untuk kamu yang suka pertarungan jarak jauh.	작은 거리가 생사를 가를 때가 있습니다. 조금 더 긴 사정거리를 원한다면 롱보우도 좋은 선택입니다.
ITEM_20150317_000314	Composite Bow	컴포지트 보우
ITEM_20150317_000315	Bow dengan fleksibilitas tinggi.	많은 재료를 적용하여 탄성을 강화시킨 활입니다.
ITEM_20150317_000316	Self Bow	셀프 보우
ITEM_20150317_000317	Melambangkan tekad kuat dari seorang archer yang pantang menyerah.	스스로 뼈를 깎는 수련을 다짐하는 궁사의 자세를 의미합니다.
ITEM_20150317_000318	Rokas Bow	로카스 보우
ITEM_20150317_000319	Dinamakan dari tempat dimana pembuatnya tinggal.	이 활을 처음으로 고안한 사람의 출신지를 따라 명칭이 붙은 것으로 추측됩니다.
ITEM_20150317_000320	Gorithos	고리토스
ITEM_20150317_000321	Bow yang bagus untuk pasukan berkuda.	궁기병들이 애용하는 활입니다.
ITEM_20150317_000322	Gulail	굴라일
ITEM_20150317_000323	Bow yang pertama kali menggunakan magic dalam pembuatannya.	활 제조에 마법을 이용한 첫 사례로 역사에 기록된 활입니다. 그후로도 꾸준히 제작되고 있습니다.
ITEM_20150317_000324	Kaman 	카만
ITEM_20150317_000325	Bow yang dimodifikasi oleh seorang archer untuk meningkatkan kekuatan tangannya.	근력에 자신있는 궁사들이 이런 강력한 개조를 좋아합니다.
ITEM_20150317_000326	Crude Rokas Bow	조악한 로카스 보우
ITEM_20150317_000327	Crude Gorithos	조악한 고리토스
ITEM_20150317_000328	Soldier's Light Bow	병사의 라이트 보우
ITEM_20150317_000329	Bow yang dibuat untuk prajurit tanpa memerlukan syarat khusus.	정규군 최저 규격에 맞춰 제조된 활을 지칭합니다.
ITEM_20150317_000330	Mayor's Short Bow	촌장의 숏 보우
ITEM_20150317_000331	Walau sudah berumur tua, Bow ini tetap dijaga dengan baik.	매일 줄을 묶고 푸는 수고를 한 흔적이 보입니다. 세월에 비해 관리는 잘 된 편입니다.
ITEM_20150317_000332	Crude Long Bow	조악한 롱 보우
ITEM_20150317_000333	Gendawa	겐다와
ITEM_20150317_000334	Bow terbaik dari diantara bow lain yang terbuat dengan magic.	마법이 없는 공정으로 만들어진 활 중에는 가장 좋은 등급에 속하는 활입니다.
ITEM_20150317_000335	Heavy Light Bow	헤비 라이트 보우
ITEM_20150317_000336	Short Bow	숏 보우
ITEM_20150317_000337	Heavy Short Bow	헤비 숏 보우
ITEM_20150317_000338	Long Bow	롱 보우
ITEM_20150317_000339	Heavy Composite Bow	헤비 컴포지트 보우
ITEM_20150317_000340	Heavy Self Bow	헤비 셀프 보우
ITEM_20150317_000341	Heavy Rokas Bow	헤비 로카스 보우
ITEM_20150317_000342	Dunkel Self Bow	던켈 셀프 보우
ITEM_20150317_000343	Dunkel Kaman	던켈 카만
ITEM_20150317_000344	Dunkel Short Bow	던켈 숏 보우
ITEM_20150317_000345	Dunkel Long Bow	던켈 롱 보우
ITEM_20150317_000346	Dunkel Composite Bow	던켈 컴포지트 보우
ITEM_20150317_000347	Dunkel Rocas Bow	던켈 로카스 보우
ITEM_20150317_000348	Recurve Bow	리커브 보우
ITEM_20150317_000349	Seige Bow	시즈 보우
ITEM_20150317_000350	Sniper Bow	스나이퍼 보우
ITEM_20150317_000351	Skull Bow	스컬 보우
ITEM_20150317_000352	Wooden Compound Bow	우든 컴파운드 보우
ITEM_20150317_000353	Tag Bow	테그 보우
ITEM_20150317_000354	Rogue Bow	로그 보우
ITEM_20150317_000355	Seeker	시커
ITEM_20150317_000356	Bow yang populer dikalangan para hunter sejak Great Plant Catalysm.	예전부터 이 활은 사냥꾼들이 애용하던 활이었며, 식물재앙후 쓸모가 더 많아졌습니다.
ITEM_20150317_000357	Iron Bow	아이언 보우
ITEM_20150317_000358	Bow dengan akurasi tinggi dan damage yang tidak diperkirakan oleh musuh.	조준력이 우수하고 적에게 예상치 못한 피해룰 주는 일이 잦습니다.
ITEM_20150317_000359	Hawk Bow	호크 보우
ITEM_20150317_000360	Bow yang dbuat dari tulang belulang.	아무 뼈로나 마든 셀프보우는 금과 상승작용이 없는 경우도 간혹 발생합니다.
ITEM_20150317_000361	Cheminis Bow	케미니스 보우
ITEM_20150317_000362	dinamai demikian karena efeknya yang meningkatkan agility pemakainya.	민첩성이 좋아지는 특징 덕에 이런 이름이 붙었습니다.
ITEM_20150317_000363	Hunting Bow	헌팅 보우
ITEM_20150317_000364	Penerapan Alchemy di bow crafting itu tetap hanya pada tahap konsep sampai saat ini. Namun, dengan perubahan situasi, konsep ini sekarang aktif sedang digunakan di bow crafting.	활계통의 연금술 적용은 이론만 있다가 최근 필요에 의해 많이 제작되고 있는 추세입니다.
ITEM_20150317_000365	Maker Bow	메이커 보우
ITEM_20150317_000366	Di masa lalu, hanya pemburu kaya yang memiliki busur ini. Karena sekarang situasi menjadi sangat mengerikan, ada yang membuat atau membeli segera setelah mereka mampu membelinya.	예전에는 넉넉한 사냥꾼들이 구입했습니다. 현재는 상황이 심각해졌기에 돈이 모이면 누구나 사거나 만듭니다. 
ITEM_20150317_000367	Savage Bow	새비지 보우
ITEM_20150317_000368	Karena peningkatan permintaan untuk busur kualitas tinggi sejak Great Plant Catalysm, busur ini menjadi sering dibuat .	식물재앙후 고급활의 수요가 늘어나자 이 활이 많이 제조되고 있습니다. 
ITEM_20150317_000369	Snake Bow	스네이크 보우
ITEM_20150317_000370	Terlepas dari kekuatan kamu, busur ini sangat baik untukmu. Karena, jika kamu memiliki lengan yang kuat, kamu dapat menembak dengan kekuatan lebih dan jika tidak, kamu harus berlatih lebih keras.	근력이 강하거나 약하거나 이 활은 좋은 선택이 될 수 있습니다. 있으면 더 강력하게 부족하면 보충하게 되니까 말입니다.
ITEM_20150317_000371	Imperni Bow	임페르니 보우
ITEM_20150317_000372	Seperti namanya, kau dapat mennggunakannya dengan penuh dendam.	이름답게 독기어린 공격이 가능합니다.
ITEM_20150317_000373	Lethena Bow	레테나 보우
ITEM_20150317_000374	kamu dapat merasakan sensasi melawan monster yang besar dengan panah ini karena beratnya yang pas.	무게감있는 활로 중량급의 몬스터를 사냥하는 기분을 느낄 수 있습니다.
ITEM_20150317_000375	Strong Bow	스트롱 보우
ITEM_20150317_000376	Sedikit sulit saat dibuat, namun hasilnya layak diberi pujian.	제작이 번거롭지만, 그만한 가치가 있는 무기입니다.
ITEM_20150317_000377	Arras's Short Bow	아라스의 숏 보우
ITEM_20150317_000378	Sering dibeli oleh pemanah yang baru menggunakan Magic Bows.	처음 마법활을 얻는 사람들이 주로 구입하는 무기입니다.
ITEM_20150317_000379	Pulley Bow 	퓰리 보우
ITEM_20150317_000380	Smith Bow	스미스 보우
ITEM_20150317_000381	Jika tidak ada bow lain yang kamu dapat beli, belilah ini dan berharap untuk yang terbaik.	다른 활이 없다면 행운을 기대하고 구입하십시오.
ITEM_20150317_000382	Klavis Bow	클라비스 보우
ITEM_20150317_000383	Untuk magic bow, umumnya  terlalu biasa. Namun siapa tahu, mungkin beberapa pengguna akan memanfaatkan nya dengan baik.	마법활치고는 평범하다는 평가를 듣지만, 어떤 사용자는 비범하게 쓸지도 모릅니다.
ITEM_20150317_000384	Dio Bow	디오 보우
ITEM_20150317_000385	Thresh Bow 	트레시 보우
ITEM_20150317_000386	Sestas Bow	세스타스 보우
ITEM_20150317_000387	Dratt Bow 	드라트 보우
ITEM_20150317_000388	Aston Bow	아스턴 보우
ITEM_20150317_000389	Devi Bow	데비 보우
ITEM_20150317_000390	Prima Bow	프리마 보우
ITEM_20150317_000391	Wildling Bane	와이들링 베인
ITEM_20150317_000392	Ini mungkin terdengar aneh , tapi sebelum Great Plant Catalysm, Hunter jarang menggunakan busur ini. Alasannya adalah bahwa senjata ini menimbulkan efek berlebihan terhadap target.	이상하게 들릴지 모르지만, 식물재앙 이전에는 사냥꾼들은 이 활을 잘 사용하지 않았습니다. 짐승을 잡으면 포획물이 너무 손상이 심했기 때문입니다. 
ITEM_20150317_000393	Equalizer	이퀄라이저
ITEM_20150317_000394	Ada Archer yang tidak ingin setiap panah mempengaruhi keterampilan memanah mereka selain kemampuan mereka sendiri. Busur ini sangat cocok bagi mereka.	자신의 실력말고는 어떤 변수도 원하지 않는 자존심 높은 궁사들이 있습니다. 그들에게 딱 맞는 활입니다.
ITEM_20150317_000395	Heart Seeker	하트 시커
ITEM_20150317_000396	Untuk alasan yang tidak diketahui magic dalam busur ini telah berubah menjadi kutukan yang mengerikan bagi musuh dan pengguna.	이 활에 걸린 주문은 알 수 없는 이유로 양측에 모두 작용하는 저주로 변했습니다. 그래도 여전히 궁수들은 이 활의 장점 때문에 선택하곤 합니다.
ITEM_20150317_000397	Viper	바이퍼
ITEM_20150317_000398	Busur ini menggunakan racun yang sangat mematikan yang juga menyebabkan kerugian bagi penggunanya. Siapa pun yang ingin menggunakan senjata ini harus rela menderita efek sampingnya.	너무 강한 독을 사용하기 때문에 사용자도 그 피해를 감수하고 사용하는 활입니다.
ITEM_20150317_000399	Deathweaver Bow	데스위버 보우
ITEM_20150317_000400	Kami berharap busur ini akan menyebabkan musuh kamu mati.	이 활이 당신 적들의 죽음을 자아내길 바랍니다.
ITEM_20150317_000401	Chapparition Bow	채퍼리션 보우
ITEM_20150317_000402	Ukirannya bertuliskan: "Luruskan punggung kamu.Untuk memperluas bahu Tarik busurnya secara tepat."	이런 말이 적혀 있습니다. 허리는 세우고 어깨는 넣고, 시위를 당기듯 활을 밀듯 쏘라
ITEM_20150317_000403	Blood Gain	블러드 게인
ITEM_20150317_000404	Busur ini diciptakan oleh Lydia Schaffen. Dia sering menggunakan busur ini sepanjang hidup, tapi tidak sengaja mengirimkan metode pembuatannya ke 'Tower Of Stars' dan 'Schaffenstar', dua entitas yang didirikan oleh Lydia sendiri.	리디아 샤펜이 창안했다고 합니다. 리디아 샤펜은 생전에 이 활을 애용했으나 자신이 창설한 별의 탑과 샤펜스타에는 이 제작법을 일부러 전하지 않았다고 합니다.
ITEM_20150317_000405	Tempest Shooter	템페스트 슈터
ITEM_20150317_000406	Sebuah busur baru yang dirancang dan dikembangkan melalui kerjasama Bow Crafter pusat. Ia dibuat dengan harapan mengatasi Great Plant Catalysm.	최근에 궁수마스터들이 함께 연구하여 창안한 새로운 활입니다. 식물재앙에 대처하길 바라는 염원이 담겨있습니다.
ITEM_20150317_000407	Empty_weapon_bow	없음_weapon_Bow
ITEM_20150317_000408	Row Light Crossbow	로우 라이트 크로스보우
ITEM_20150317_000409	Crossbow [Pierce] 	쇠뇌[찌르기]
ITEM_20150317_000410	Digunakan ketika kamu membutuhkan satu tangan lepas daripada kekuatan serangan.	공격력보다는 다른 손을 자유롭게 쓸 필요가 있을 때 선택됩니다.
ITEM_20150317_000411	Row Crossbow	로우 크로스보우
ITEM_20150317_000412	Busur modern menggunakan banyak bahan yang berbeda, sebagian besar dari tubuh monster.	요즘 쇠뇌는 다양한 재료로 만들어집니다. 몬스터 부산물의 비중이 높습니다.
ITEM_20150317_000413	Dokyu	도큐
ITEM_20150317_000414	Lebih mudah saat digunakan untuk reload.	재장전이 약간 편리한 무기입니다.
ITEM_20150317_000415	Quarrel Bow	쿼렐보우
ITEM_20150317_000416	Master Quarrel Shooter menggunakan senjata ini untuk melatih para pemula.	쿼렐슈터 마스터는 이것으로 입문자들을 지도합니다.
ITEM_20150317_000417	Oak Crossbow	오크 크로스보우
ITEM_20150317_000418	Meskipun sulit untuk menemukan kayu untuk crafting sejak Great Plant Catalysm, senjata ini tidak sulit untuk dibuat	식물재앙후 좋은 나무를 구하기 어려워졌지만, 아직 제작이 어렵지는 않습니다.
ITEM_20150317_000419	Seal Crossbow	씰 크로스보우
ITEM_20150317_000420	Sebuah anti curse telah dipasang kedalamnya karena tulang monster sering mengandung curse di dalamnya..	몬스터의 뼈는 가끔 저주가 발현되기 때문에 봉인을 붙여둡니다.
